258,80,Transaction,22031,1995-04-24T06:15:52.087+00:00,qNjgaOyEcT,aXoWNNtmRC,18491.37
123,63,Transaction,52972,2002-08-26T06:15:52.087+00:00,aIKAwpdOpV,lMPQFHInXP,45424.14
220,96,Transaction,22339,2013-02-05T06:15:52.087+00:00,UvaLkoCYkY,EXXDarsweJ,44794.14
249,74,Transaction,70747,1991-11-26T06:15:52.087+00:00,yziurErMdG,uHYyZzxfBN,11374.63
39,26,Transaction,78108,1996-12-07T06:15:52.087+00:00,LXwhvlAQxz,WhAtCjAwEI,24818.41
74,165,Transaction,57597,1997-12-28T06:15:52.087+00:00,QZWlsIpBcS,XvMeZuQUGS,9742.72
200,193,Transaction,9252,2002-01-12T06:15:52.087+00:00,eKrsQrSkUr,SxjYaYVCmE,13774.74
242,31,Transaction,24727,1989-05-25T06:15:52.087+00:00,KuxEZYxNzX,ffdiIZfkBj,11442.22
215,172,Transaction,11256,2001-05-16T06:15:52.087+00:00,MLTvJIYxdh,lcmikhlKYr,44774.84
88,192,Transaction,94424,2018-05-12T06:15:52.087+00:00,CrXQWPsEiy,zfRmNWJpzB,26891.73
243,103,Transaction,83940,2002-10-25T06:15:52.087+00:00,yPWukwkBWq,ejIcvVlvsg,47796.56
145,109,Transaction,85744,1987-03-15T06:15:52.087+00:00,OlCeGNkupC,sONDezrVQQ,12617.03
294,206,Transaction,88620,2009-10-06T06:15:52.087+00:00,IefSUzOyXq,ayJxNWvJLM,42100.21
198,214,Transaction,22258,2004-11-04T06:15:52.087+00:00,TVOSnrCCAA,sPkkuTulCn,115.56
168,20,Transaction,64400,2005-03-09T06:15:52.087+00:00,OoJaZHUekK,DAorOcASDk,38185.41
231,161,Transaction,1532,1990-12-11T06:15:52.087+00:00,SySfojzuyJ,iAOJfRLHEr,24156.11
140,143,Transaction,87205,2010-06-26T06:15:52.087+00:00,UYXdndekZN,suvWQlrgDv,43497.82
290,52,Transaction,22475,1984-05-28T06:15:52.087+00:00,zrtkOldGmR,PjrvACzDsv,33551.57
100,144,Transaction,30941,2008-02-22T06:15:52.087+00:00,JJnjqgPxKD,nlQuqrewXf,44983.11
88,145,Transaction,72536,1984-03-20T06:15:52.087+00:00,EhfLgmYHRW,OgouqKSHzF,40990.45
156,132,Transaction,22337,1977-10-23T06:15:52.087+00:00,EdAbXSBGvZ,XpSCGXQZxg,22808.35
141,233,Transaction,70682,2004-03-07T06:15:52.087+00:00,lCnTEBpfKH,GROEZaDItD,49405.3
22,197,Transaction,26372,2003-08-15T06:15:52.087+00:00,IqGoBBwHOy,hvdHNNkUln,34786.05
202,236,Transaction,52068,2009-11-23T06:15:52.087+00:00,KvEvBARGvX,YxDWiCzvoE,18659.26
41,154,Transaction,42126,2007-02-19T06:15:52.087+00:00,WQlKaHfpTN,EIVOqHPleh,13150.67
172,247,Transaction,60358,1979-04-06T06:15:52.087+00:00,ZyFXnNSXsf,uDyBHmhRlL,17330.09
294,145,Transaction,12980,1985-09-14T06:15:52.087+00:00,rOUuSEeHDR,NiQZpprHrH,21748.44
199,47,Transaction,79971,1984-01-09T06:15:52.087+00:00,SnRDKvyXbw,QaLBbmiIpu,6541.36
103,204,Transaction,48515,1994-08-29T06:15:52.087+00:00,yLhvoDJiWP,JCDMwLJDvF,45874.86
44,13,Transaction,27299,2004-03-14T06:15:52.087+00:00,NdbIGoztgR,IvrDPOdvHa,1580.08
225,209,Transaction,31532,2005-03-04T06:15:52.087+00:00,qYadrbGLxZ,ioumPfGdWc,4232.47
85,210,Transaction,23320,1975-12-19T06:15:52.087+00:00,JLCivFRnru,mcIDXFlPQp,37457.42
179,271,Transaction,11180,1984-10-30T06:15:52.087+00:00,HpzYAGPWcR,cltzLtgazR,4989.21
70,178,Transaction,87821,2008-09-05T06:15:52.087+00:00,RgDozLGVpK,vzTwICxxlZ,31098.53
151,21,Transaction,73519,2003-05-19T06:15:52.087+00:00,YZMHddcNgs,krNzEWAzEn,2954.28
13,82,Transaction,17311,1989-07-24T06:15:52.087+00:00,xbEZrSisIZ,wWyszeKcse,31919.62
95,166,Transaction,66211,1998-07-03T06:15:52.087+00:00,QMVGSSNoBC,iZuIrJDYHM,30134.08
0,59,Transaction,90725,1992-10-20T06:15:52.087+00:00,QVlqvOlIzn,WarHMXyxNR,37431.4
147,73,Transaction,97196,1996-01-21T06:15:52.087+00:00,xUspVVWbaw,GqbWCRvUSV,12899.27
206,54,Transaction,35266,2016-05-23T06:15:52.087+00:00,PmOKxpMTcf,vgjqvcBcYs,45523.57
11,43,Transaction,20713,2010-04-02T06:15:52.087+00:00,LmSNhqhcXK,HzeQwzRxMg,46619.56
18,299,Transaction,36022,1991-09-01T06:15:52.087+00:00,ilaLTvhzvI,wHQmveNBHc,15764.91
279,11,Transaction,89512,1996-12-09T06:15:52.087+00:00,fGUMyOaSMt,IAfRDuSFMj,34086.94
157,212,Transaction,64469,2022-04-23T06:15:52.087+00:00,jsZJcUhhbz,obLiIhvBdQ,40848.98
111,92,Transaction,14266,2015-09-13T06:15:52.087+00:00,WSHNNxTMtI,dVvkVklEra,10176.13
148,24,Transaction,54331,1996-06-15T06:15:52.087+00:00,ZvhrIcVRHJ,FZGmaPSFVW,31494.12
247,123,Transaction,60654,2019-03-29T06:15:52.087+00:00,iFtbHxExvw,IfGQXgGtrL,27750.18
2,268,Transaction,17639,1974-12-14T06:15:52.087+00:00,jpLULwbuDN,CiqdEjgyQh,47673.87
283,55,Transaction,54917,1980-03-26T06:15:52.087+00:00,LxRVfPCycW,nzRINNSwwW,19289.69
47,138,Transaction,48739,1982-04-15T06:15:52.087+00:00,YakyuIoSIh,VrezGxsNJd,30705.14
118,30,Transaction,12333,1972-02-14T06:15:52.087+00:00,EiQKUJuKsN,vStTiFHziJ,21582.35
55,67,Transaction,39329,1975-12-25T06:15:52.087+00:00,xXehDbeFje,MnpXolTvtO,44190.13
44,248,Transaction,54311,2005-07-20T06:15:52.087+00:00,txflhsAXlb,KxeYzbjwNX,21807.93
138,126,Transaction,92209,1989-06-07T06:15:52.087+00:00,LqFXwOTsFf,JnqSnBuTnf,453.03
217,213,Transaction,32468,1988-08-24T06:15:52.087+00:00,kWdVFnKxSV,qjrlkbjnwd,44562.91
274,149,Transaction,38969,2009-09-22T06:15:52.087+00:00,XfFzmEZAXV,gIBSAlTthq,31827.54
228,34,Transaction,3762,2020-06-06T06:15:52.087+00:00,uqfnBuFCRb,EvrRTePnCj,25035.03
280,156,Transaction,2496,1978-08-31T06:15:52.087+00:00,cvJMenuJXV,VAdVJXKIUj,24467.81
48,45,Transaction,34925,1979-06-28T06:15:52.087+00:00,IJEyGBiTqG,nrplEzYhCU,5951.31
218,256,Transaction,46784,1993-11-30T06:15:52.087+00:00,YJinuWSIun,rOtYotItIy,28202.79
179,175,Transaction,14077,1974-05-02T06:15:52.087+00:00,cjDDCIfyEe,lZzWgKtODb,5615.33
174,199,Transaction,29736,2009-06-13T06:15:52.087+00:00,qbXdpwbhvD,hgQwdAULro,18917.94
109,16,Transaction,61147,1980-11-13T06:15:52.087+00:00,sujYSwGCtf,eetsWYWfBF,38958.48
198,147,Transaction,24165,2004-05-09T06:15:52.087+00:00,IbXeMETFKe,DaXBRRHiQJ,6946.47
144,240,Transaction,46884,2017-07-19T06:15:52.087+00:00,PCFsEhOgHp,RAmmfFcetL,4156.54
114,43,Transaction,6761,1980-06-09T06:15:52.087+00:00,kUfbYqBfpo,RqJYByJTHK,44007.59
219,23,Transaction,3695,2008-09-20T06:15:52.087+00:00,DAOXusEwaw,JUyKUhNbVu,8769.26
38,98,Transaction,17265,1984-05-18T06:15:52.087+00:00,eKrlkDAWVm,bntpWAtXGd,24213.87
195,80,Transaction,10598,1972-06-03T06:15:52.087+00:00,pkuIbmfSxR,JadkPtRumu,9532.11
68,227,Transaction,94315,2004-10-28T06:15:52.087+00:00,ZMnZCFkHXY,KLaHsvtcRT,30615.74
154,30,Transaction,11725,2000-07-15T06:15:52.087+00:00,wNJtGOFOtw,pVYwAmHFqe,32323.1
64,155,Transaction,35393,1977-11-17T06:15:52.087+00:00,LpxFXrIFhR,SnRbmTZhsz,1908.58
218,275,Transaction,89265,2018-11-19T06:15:52.087+00:00,tbQrUcZADw,TCeGPxqyYp,24642.83
210,107,Transaction,77483,1999-08-05T06:15:52.087+00:00,GseMCmAdpY,hwGNmaKQzS,3640.65
142,219,Transaction,9596,1984-10-12T06:15:52.087+00:00,smpGNcDluL,mhRWpCAYox,40689.85
255,289,Transaction,29104,1973-07-01T06:15:52.087+00:00,ybLzaAvukJ,KDxMcUKDLM,38391.63
139,95,Transaction,1010,1990-01-22T06:15:52.087+00:00,pbxEFSBsaF,ZPZPiknokC,39859.73
287,240,Transaction,20657,2021-09-11T06:15:52.087+00:00,voVvBWmogi,MbuxljzupX,32624.68
248,151,Transaction,84751,1977-03-01T06:15:52.087+00:00,NJapXejroc,TUMeSyPDih,10094.53
188,24,Transaction,93927,2021-06-25T06:15:52.087+00:00,aYCxitroTB,muLfJQcLwf,25451.7
287,101,Transaction,75474,1989-12-08T06:15:52.087+00:00,BKuKTjDGGa,CkpSITIIBa,46728.61
164,223,Transaction,7235,1985-09-19T06:15:52.087+00:00,QfcsycJzYF,snOmDctNDa,22442.69
200,109,Transaction,71988,2014-03-29T06:15:52.087+00:00,QelxevBiFe,VOcIbBMsFZ,2891.35
152,185,Transaction,79438,2022-09-27T06:15:52.087+00:00,uvYNehBVBg,BlfXYgumAc,13247.79
34,104,Transaction,32534,1992-08-18T06:15:52.087+00:00,iixQwJjJwW,JzQczOMgDy,21928.73
26,37,Transaction,54406,1976-12-29T06:15:52.087+00:00,FNLAAROFZZ,QogUCvsVvC,21979.19
33,273,Transaction,44362,1989-12-01T06:15:52.087+00:00,VCqKaumKby,qReBvFiAwa,17333.9
99,211,Transaction,58130,2000-11-16T06:15:52.087+00:00,ARyiVzpRkd,fILLMoFkAt,39077.99
280,0,Transaction,81974,2015-03-17T06:15:52.087+00:00,pvxDsqFlGh,iGstCFuxCm,14069.22
108,74,Transaction,18353,2021-08-19T06:15:52.087+00:00,qXdbrvsPnp,xFYGlkZfKN,31648.53
271,141,Transaction,51297,2000-01-09T06:15:52.087+00:00,ecDrGBJYmQ,xkUsYZpEzD,34218.8
192,109,Transaction,30039,2007-02-05T06:15:52.087+00:00,NAtoVJwsYd,KwfLUTVfAn,42819.92
225,255,Transaction,34900,2015-03-31T06:15:52.087+00:00,ACdMufZLtB,wzuqXHXbbw,29852.64
30,265,Transaction,31604,1985-06-29T06:15:52.087+00:00,EFMlmjlJTv,bYZmkfOBgc,35259.37
288,187,Transaction,42579,2000-01-31T06:15:52.087+00:00,kKeEaftirl,LpNuqDhVTe,4426.47
217,119,Transaction,63827,2008-07-17T06:15:52.087+00:00,XhDKlxMPJl,eNraaILFHg,47151.74
222,86,Transaction,70719,1982-04-25T06:15:52.087+00:00,LcwWlCsasj,fYHGWlELAF,27673.88
186,219,Transaction,20147,1980-08-22T06:15:52.087+00:00,eAGaUsLSHp,BodWjTEVYD,9747.71
84,65,Transaction,5270,2017-12-19T06:15:52.087+00:00,zGWgrQlbCM,AjUVUSNHle,48634.01
105,36,Transaction,97003,1987-06-12T06:15:52.087+00:00,TrHwNCYlqn,YFFImshtMo,20485.54
292,264,Transaction,49453,2018-03-14T06:15:52.087+00:00,BODGktBrBN,GEpxOnmYBp,6716.45
198,291,Transaction,61322,2006-07-08T06:15:52.087+00:00,HzCvKniIhB,hfDVYzcNkn,35328.57
30,21,Transaction,92628,2015-03-15T06:15:52.087+00:00,BieCbRkNsB,hMMUqvoJqX,5401.93
160,176,Transaction,40898,1987-04-28T06:15:52.087+00:00,esGIXPsYPo,tiAwyylHBn,8652.64
192,241,Transaction,55617,1971-02-16T06:15:52.087+00:00,zZzXXFqERQ,LRSqkuAltb,40999.71
189,243,Transaction,22614,2011-04-29T06:15:52.087+00:00,hQviyfJbKv,oNmerJJWQb,18880.99
188,238,Transaction,81109,1985-06-14T06:15:52.087+00:00,hdkRFYbobI,IekFvhiPnP,36944.8
247,146,Transaction,65136,1986-08-15T06:15:52.087+00:00,ddIhMMJTBI,fktRoxLVUl,40295.59
29,12,Transaction,50626,1972-04-12T06:15:52.087+00:00,VyBeAIDmPI,WeiWjKztHN,29690.27
191,69,Transaction,14294,1988-09-27T06:15:52.087+00:00,uLMtSaSgbd,IDCMMRiqLb,36262.65
298,150,Transaction,67826,1994-01-07T06:15:52.087+00:00,dkfFxdHGZE,ZYGeyPFMlc,4359.56
216,198,Transaction,69874,1984-12-23T06:15:52.087+00:00,guGgnRAEHV,DeqyYxCNIk,44337.73
30,185,Transaction,57282,2019-09-06T06:15:52.087+00:00,ofKMvUqwwF,kQVolBMWuM,14110.23
75,128,Transaction,12512,2001-11-30T06:15:52.087+00:00,xjxJAajrbG,AeidYPCLZy,43484.02
231,234,Transaction,60265,2014-04-18T06:15:52.087+00:00,pZPAqnOysH,HYuPgcOVqX,2492.3
48,228,Transaction,5221,1991-05-16T06:15:52.087+00:00,fePvVglGVV,pOEHDpLVJN,35797.62
215,196,Transaction,67605,2021-06-18T06:15:52.087+00:00,NOjsdHqsGX,HwlEvyUPPT,48387.18
133,21,Transaction,91683,1984-10-24T06:15:52.087+00:00,AtyZmAXOaq,uFmDqrTnQQ,24339.41
28,171,Transaction,63116,1971-07-03T06:15:52.087+00:00,PcKoIgAjfo,hRpnBaZBeP,33831.33
231,86,Transaction,68143,1993-08-19T06:15:52.087+00:00,EAFStEwpKn,LNbVTQVFGq,42406.38
258,216,Transaction,80869,1971-07-12T06:15:52.087+00:00,plqwoQaNSv,bNcwPPnlID,29840.08
292,128,Transaction,87470,2015-03-16T06:15:52.087+00:00,flHpfSwSyw,VYXNBucihe,38457.57
262,174,Transaction,62913,2008-09-08T06:15:52.087+00:00,VKUCnFLDnk,bkuXSqQnbi,48941.13
249,292,Transaction,57495,1992-01-31T06:15:52.087+00:00,NCGFTLXQgn,QbAsHtxGJB,11580.19
8,96,Transaction,88223,1981-08-31T06:15:52.087+00:00,dgKyNIcjgv,sQDvFtOpHI,24975.66
97,224,Transaction,58421,2001-07-19T06:15:52.087+00:00,QtMTNvesme,XgCmnCUmJT,25389.34
205,83,Transaction,90210,1978-12-25T06:15:52.087+00:00,uxzpmchyOi,QFSbTyICGr,16517.84
134,233,Transaction,74589,1991-01-25T06:15:52.087+00:00,mRkOLwFGiD,AEOOPjmUxN,45871.22
60,192,Transaction,92232,1996-02-06T06:15:52.087+00:00,GUQffMPokE,nSieaWubmo,42591.52
62,53,Transaction,91199,2020-09-30T06:15:52.087+00:00,rjeZRyUMGZ,mdOCYtwvxG,6176.17
148,128,Transaction,30042,1994-12-15T06:15:52.087+00:00,LhxdnggroB,PuELiAeQLY,21424.13
294,36,Transaction,51593,2011-06-07T06:15:52.087+00:00,XKNexuFBVQ,NQnQMlSzam,32655.82
228,216,Transaction,17040,2007-11-21T06:15:52.087+00:00,ovRdXDCDji,vbQLEyKAck,34285.92
174,111,Transaction,87662,2016-04-13T06:15:52.087+00:00,rTsZEFRpJv,AMkUkNpFRw,46494.84
70,155,Transaction,54430,2006-02-18T06:15:52.087+00:00,gZZTsnkhTK,SMXrxRnHxy,47863.54
51,19,Transaction,77667,1995-03-30T06:15:52.087+00:00,KuWDdMhFdO,CJEXYpPMkc,36374.56
270,196,Transaction,5810,2011-10-14T06:15:52.087+00:00,cGYRQUacSs,iLSoRCEkyE,41270.44
187,143,Transaction,13720,1980-04-05T06:15:52.087+00:00,IZCDhxrhUw,EibuOmiHFc,37205.76
41,298,Transaction,33015,2012-10-19T06:15:52.087+00:00,dDPKCNaHdB,FRombAKcpX,29884.94
59,171,Transaction,17148,1989-01-15T06:15:52.087+00:00,FVVoobEMNw,nFpGcVINCo,45001.04
172,10,Transaction,75900,1998-03-09T06:15:52.087+00:00,QNUUmPFhFT,RafPcXtmzI,15882.06
17,62,Transaction,91267,2021-05-06T06:15:52.087+00:00,abMZcXPXBw,HHxTZDVrkt,7022.85
264,32,Transaction,73785,1984-01-31T06:15:52.087+00:00,XbhyaDGUvF,qkDWFOmFiN,27885.14
253,35,Transaction,32813,2017-04-14T06:15:52.087+00:00,vhGlflRDOc,TkvZESOpyg,45782.9
137,204,Transaction,7022,2021-01-22T06:15:52.087+00:00,xJouJUGDKI,IpRnZFVSsf,28000.56
106,69,Transaction,1807,2021-11-06T06:15:52.087+00:00,oicBkDVQqc,vGSMJsdhjA,11797.06
176,217,Transaction,71774,1989-07-19T06:15:52.087+00:00,afrvabCOtM,MVbYTPLbfG,8456.97
4,121,Transaction,30196,1991-02-05T06:15:52.087+00:00,iBAbdBkUYB,LHQDElWycB,17316.58
104,110,Transaction,13154,2021-12-10T06:15:52.087+00:00,ZqZXEoIdpg,eDZoeBvujq,14332.72
72,292,Transaction,38865,1982-06-14T06:15:52.087+00:00,MWqwmWZmvs,DxrqsaWsCs,20777.56
8,257,Transaction,3542,1975-04-22T06:15:52.087+00:00,oFDJfblorI,qmtjonBMub,22566.39
259,39,Transaction,10142,2004-03-18T06:15:52.087+00:00,mAVymVmmNO,lZhrPZSXMN,11995.95
49,136,Transaction,17817,1998-10-12T06:15:52.087+00:00,uFWxctKvEC,eCrwqZBwTx,47869.13
119,183,Transaction,41656,1975-10-04T06:15:52.087+00:00,EtrNbDnWSG,fdYzfDifva,30345.25
124,95,Transaction,5365,1977-03-06T06:15:52.087+00:00,XHfVEsMWUd,MUznhSBXGa,38096.95
220,271,Transaction,79837,1976-07-09T06:15:52.087+00:00,YZhIZHiklC,LVdxSqArMI,18785.42
218,152,Transaction,56942,1976-10-02T06:15:52.087+00:00,kUKPtAXliS,fZOWVwtjyK,22642.82
62,135,Transaction,54154,2009-10-12T06:15:52.087+00:00,EJeVaAhTYS,TJImHWvPbu,31464.71
253,113,Transaction,14829,2000-03-02T06:15:52.087+00:00,BLVoiCwieM,pTOwhsidHl,15961.45
41,256,Transaction,66520,2009-02-22T06:15:52.087+00:00,DplwyxTktI,wquwkOQSDc,14177.34
241,151,Transaction,79514,2006-12-24T06:15:52.087+00:00,QxImAtKrFU,CzYfMIuMBy,9898.11
9,50,Transaction,47166,2008-04-29T06:15:52.087+00:00,AwifWNbIZa,EFoWXOpoDy,13184.78
242,72,Transaction,56398,2015-07-15T06:15:52.087+00:00,KOSVgURkYV,AarMQbZcZs,27031.7
24,102,Transaction,41585,2007-03-22T06:15:52.087+00:00,rkydAtxVtu,YzbzGHedRh,39155.17
57,176,Transaction,85848,2016-09-13T06:15:52.087+00:00,JtXeWpYOdq,EImvCQCpzi,41387.38
210,37,Transaction,62057,1992-11-17T06:15:52.087+00:00,zWdvJJKlbb,qtQGNynIFL,19407.43
240,227,Transaction,20029,2000-03-13T06:15:52.087+00:00,JtHqOmofhE,hZUrrAHrWZ,28740.9
47,153,Transaction,60329,1971-04-13T06:15:52.087+00:00,QlHRuziPXm,szYDJVLERT,42459.08
75,98,Transaction,73873,2011-12-06T06:15:52.087+00:00,FfMepmyycg,bEzDWvDjLy,46180.26
175,64,Transaction,47897,1978-03-04T06:15:52.087+00:00,wbKptPgGAq,mJACwAkpfA,8309.75
173,211,Transaction,38481,2004-03-27T06:15:52.087+00:00,xsWlGfYhZJ,GZNABMwtbZ,1079.28
115,160,Transaction,15248,1986-05-02T06:15:52.087+00:00,cJzAYqLSfo,XUtstdhAop,19575.15
156,81,Transaction,24521,2015-11-30T06:15:52.087+00:00,mBCxZpjuFc,NscjldeBcX,5383.43
83,158,Transaction,92828,1971-12-22T06:15:52.087+00:00,aTvrpfCcqb,QPJkNtmAMB,14985.86
11,227,Transaction,86559,2019-02-27T06:15:52.087+00:00,IgGOBMxfnO,AhZpsGclBw,6458.55
63,47,Transaction,96388,1985-06-12T06:15:52.087+00:00,DZSAfbqjja,BYXQfUAyKR,24173.79
30,112,Transaction,343,2013-03-25T06:15:52.087+00:00,rYithtCLzF,fytRFGicxK,41806.06
17,81,Transaction,49387,1999-08-14T06:15:52.087+00:00,uYUnOfAwjV,CgCYnOkyAN,48650.33
4,60,Transaction,81324,2011-12-27T06:15:52.087+00:00,CxamGDOhnC,VmSuTWWQRD,10646.71
15,254,Transaction,27739,1982-12-17T06:15:52.087+00:00,FzzDkaFziu,lpIwHEcHzy,19304.9
274,297,Transaction,55662,2010-11-20T06:15:52.087+00:00,zFsqtCZzZi,zBJRWAkHlI,40669.47
40,205,Transaction,15689,2008-07-06T06:15:52.087+00:00,ObVLiklkgU,tlDNIHiavO,26655.11
257,4,Transaction,54863,1994-07-08T06:15:52.087+00:00,XBqjnpijgv,kyVXQqRxFq,7126.3
79,99,Transaction,92469,1983-02-02T06:15:52.087+00:00,BQTGIrlSXr,osWouEFrlH,5384.65
58,96,Transaction,22448,1979-02-20T06:15:52.087+00:00,esUYKshXMV,PboZuqHXgS,27386.08
145,105,Transaction,55690,1993-12-25T06:15:52.087+00:00,BOulbnXbiB,OFCcWlfXpT,25291.75
80,293,Transaction,45182,2012-04-17T06:15:52.087+00:00,yjgSsABpJf,aOTTLIvQsN,30654.85
31,93,Transaction,54938,1988-01-25T06:15:52.087+00:00,SaDiGxisTk,JIVEAILWrw,47906.2
257,297,Transaction,18351,2014-05-06T06:15:52.087+00:00,tWhnbOIJyD,EOCrHMTRgV,14036.38
224,14,Transaction,72305,1998-12-20T06:15:52.087+00:00,WlycNvluwX,ApVBIFSfXi,47137.44
197,277,Transaction,60956,1974-03-16T06:15:52.087+00:00,GhMppaHuwt,RufMTPiAIJ,29161.34
46,180,Transaction,33621,1977-11-26T06:15:52.087+00:00,CGEtHCfuRo,mpFRcahpZM,6382.92
239,251,Transaction,7037,1974-12-12T06:15:52.087+00:00,BXGbpOwIPv,sRvcyrmkOZ,43094.03
